duration,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,flowPktsPerSecond,flowBytesPerSecond,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,class
139992,-1,-1,-1,-1,0,0,0,0,14.28653066,700.0400023,139992,139992,139992,0,-1,0,-1,0,-1,0,-1,0,VPN
161075,-1,-1,-1,-1,0,0,0,0,12.41657613,620.8288065,161075,161075,161075,0,-1,0,-1,0,-1,0,-1,0,VPN
1601059,633,133719,341359,342053,145550.8182,204300.8571,119197.4778,94774.27392,12.49173203,861.3049238,26,341328,84266.26316,109960.5151,-1,0,-1,0,-1,0,-1,0,VPN
14432319,1114,31500,1338910,1338902,313746.0652,355202.675,263083.8866,258859.3247,6.0974262,849.7594877,17,1338881,165888.7241,246205.1178,14432290,14400000,14432290,0,1338881,1338881,1338881,0,VPN
1590695,172,263898,794339,453834,265389,318139,324174.033,78105.82993,7.543872333,489.7230456,22,453834,144608.6364,167097.7895,-1,0,-1,0,-1,0,-1,0,VPN
14834565,84,50,4314874,13975268,315629.0426,2089084.714,720064.5582,5243867.201,3.774967449,481.8476309,42,4314874,269719.3636,667061.253,1080381,2568549.8,5223104,1658063.004,1006356,1763379.4,4314874,1429133.581,VPN
14833584,208,21948,3238295,2790493,529770.8571,562537.5385,606168.5747,535029.6756,3.775217102,405.7684239,23,2790493,269701.5273,456030.9391,13052011,13100000,13052011,0,2790493,2790493,2790493,0,VPN
14817772,137170,14680656,14343363,14680656,7240266.5,14700000,10000000,0,0.337432645,20.04349912,54,14343363,3704443,7093964.602,14480533,14500000,14480533,0,14343363,14300000,14343363,0,VPN
139129,-1,-1,-1,-1,0,0,0,0,14.37514824,704.3822639,139129,139129,139129,0,-1,0,-1,0,-1,0,-1,0,VPN
166157,-1,-1,-1,-1,0,0,0,0,12.03680856,601.840428,166157,166157,166157,0,-1,0,-1,0,-1,0,-1,0,VPN
9164062,1860896,329983,6959690,6629651,4410293,1832812.4,3605391.813,2730676.104,0.98209724,445.4356594,467,6629651,1145507.75,2271685.35,1860887,4410260.5,6959634,3605358.579,1526993,4078322,6629651,3608124.074,VPN
7597632,350,36,5863628,5901151,1041391.429,1047297.857,2135873.987,2143113.344,2.105919318,151.0997111,27,5863583,506508.8,1487920.573,6167734,6167734,6167734,0,5863583,5863583,5863583,0,VPN
10596067,23,36,994033,816781,272962.3243,311649.0294,309953.1204,224074.5431,6.889348661,429.0271098,16,816754,147167.5972,181450.2131,-1,0,-1,0,-1,0,-1,0,VPN
4879525,43,30,4164936,4246194,256172.4444,232358.3333,977961.8863,922362.291,8.402457206,2579.349424,30,3979139,121988.125,628662.5395,4612470,4612470,4612470,0,3979139,3979139,3979139,0,VPN
136334,-1,-1,-1,-1,0,0,0,0,14.66985492,718.8228908,136334,136334,136334,0,-1,0,-1,0,-1,0,-1,0,VPN
161957,-1,-1,-1,-1,0,0,0,0,12.34895682,617.4478411,161957,161957,161957,0,-1,0,-1,0,-1,0,-1,0,VPN
10085429,51,1587,1553471,1597054,609508.1875,762349.3846,471203.6425,464662.0075,3.073741335,186.7049979,25,1214519,336180.9667,289503.8724,2565368,2565368,2565368,0,1214519,1214519,1214519,0,VPN
2202567,110,4114,1013808,1092861,208984.9,412331.2,364448.5367,502693.0735,7.718266913,1616.74991,16,754412,137660.4375,242055.729,-1,0,-1,0,-1,0,-1,0,VPN
32559,-1,-1,-1,-1,0,0,0,0,61.426948,2825.639608,32559,32559,32559,0,-1,0,-1,0,-1,0,-1,0,VPN
161622,-1,-1,-1,-1,0,0,0,0,12.37455297,606.3530955,161622,161622,161622,0,-1,0,-1,0,-1,0,-1,0,VPN
314240,-1,-1,-1,-1,0,0,0,0,6.364562118,318.2281059,314240,314240,314240,0,-1,0,-1,0,-1,0,-1,0,VPN
13749423,871,159433,5205563,5582017,1718677.875,1924615.143,1924833.737,2094038.878,1.236415521,432.9636233,23,5205563,859338.9375,1541899.313,1431258,3437342.5,6189963,2324491.737,1093462,2914397.5,5205563,2058036.672,VPN
14965298,26,23,3292675,3466548,134485.6667,162666.2826,398149.6909,449333.966,13.69835736,2707.730912,2,3292675,73359.30392,295441.2219,2007174,4297421.333,7131022,2604780.07,1586171,2268492,3292675,903156.2411,VPN
14684756,732,354,1464361,1456588,363358.1,363309.125,374651.8388,375598.7383,5.584021961,771.9569872,16,1306788,181293.284,248530.5006,4927823,4927823,4927823,0,1306788,1306788,1306788,0,VPN
14982331,99,2279,2348367,2348620,416175.8611,559992.4615,501293.079,540837.8784,4.271698443,648.8976916,22,1987995,237814.7778,322600.1144,4976507,5874756,6773005,1270315.918,1270417,1629206,1987995,507404.2698,VPN
7775595,53,49,3080222,1047097,236835.3226,134366.5333,615911.7407,297025.9276,6.173161025,1552.93582,18,3080222,165438.1915,508564.5009,1582688,2774298,3965908,1685191.023,1581968,2331095,3080222,1059425.563,VPN
164587,-1,-1,-1,-1,0,0,0,0,12.15162801,607.5814007,164587,164587,164587,0,-1,0,-1,0,-1,0,-1,0,VPN
152973,-1,-1,-1,-1,0,0,0,0,13.07420264,640.6359292,152973,152973,152973,0,-1,0,-1,0,-1,0,-1,0,VPN
14968120,33,35,705784,614411,116628.3516,136072.4727,155396.8205,136190.3814,16.03407776,2813.31256,9,613445,62628.11715,96087.90549,-1,0,-1,0,-1,0,-1,0,VPN
14951373,125,160513,1586274,1577689,373499.4,553054.8846,404919.3303,378136.2655,4.54807729,802.3343408,69,1224605,223154.8209,234575.1862,13225812,13200000,13225812,0,1224605,1224605,1224605,0,VPN
14790587,216,35,2011963,2019819,418248.5714,418271.5429,406953.8611,411390.1692,4.867960954,915.1090487,20,1862787,208318.1268,281616.0113,13303650,13300000,13303650,0,1862787,1862787,1862787,0,VPN
14933685,-1,0,-1,1246243,0,237441.7097,0,294286.1411,4.285613363,1489.65242,0,1246243,237042.619,291920.4052,1029026,4407403.333,9283383,4326165.962,1029026,1130852.333,1246243,109241.9316,VPN
13771379,569,204758,8795688,8671540,1675881.375,1920010.857,3024935.374,3115094.452,1.234444278,442.7298094,24,8416883,860711.1875,2128907.98,3284524,6702781.5,10121039,4834146.116,2825083,5620983,8416883,3953999.699,VPN
14953187,20,37,1169406,776341,180595.175,251668.3729,220755.7037,194418.1425,9.429427988,1666.266863,20,721108,106808.4786,143129.9064,-1,0,-1,0,-1,0,-1,0,VPN
162919,-1,-1,-1,-1,0,0,0,0,12.27603901,613.8019507,162919,162919,162919,0,-1,0,-1,0,-1,0,-1,0,VPN
150725,-1,-1,-1,-1,0,0,0,0,13.26919887,650.1907447,150725,150725,150725,0,-1,0,-1,0,-1,0,-1,0,VPN
14672743,13,4171,1572112,1643317,349351.0238,570408.48,405719.1445,443723.6344,4.70259719,1259.341897,13,1408471,215775.6324,265076.373,1572142,2027861,2483580,644483.9904,1157801,1283136,1408471,177250.4568,VPN
14827058,14,59,1697641,1697070,326065.4222,376336.2051,393073.0867,401518.2739,5.800206622,1511.628268,14,1548042,174435.9765,263750.6483,3277210,3277210,3277210,0,1548042,1548042,1548042,0,VPN
577605,266387,69,311218,273607,288802.5,136838,31700.30409,193420.5747,10.38772171,1201.513145,27,273580,115521,141844.6281,-1,0,-1,0,-1,0,-1,0,VPN
14650583,-1,39,-1,2022339,0,325568.5111,0,413863.1087,3.208063461,176.716517,39,2022339,318490.9348,408783.1567,2967507,4726033,5706734,1526302.702,1040963,1514697,2022339,491565.8935,VPN
14964328,27,36,882438,623267,189144.1299,254394.4655,235075.1823,179719.0022,9.155105395,2150.581035,26,616055,110031.8235,140878.9196,-1,0,-1,0,-1,0,-1,0,VPN
14958864,14627433,331448,14627433,14285315,14600000,4986288,0,8053195.374,0.401099977,186.9125891,571,14285315,2991772.8,6315512.924,14627416,14600000,14627416,0,14285315,14300000,14285315,0,VPN
159044,-1,-1,-1,-1,0,0,0,0,12.57513644,628.756822,159044,159044,159044,0,-1,0,-1,0,-1,0,-1,0,VPN
154048,-1,-1,-1,-1,0,0,0,0,12.98296635,636.1653511,154048,154048,154048,0,-1,0,-1,0,-1,0,-1,0,VPN
14881418,39,217404,2297659,2573213,533647.3333,783232.5263,596189.3868,618051.4048,3.225499075,709.9457861,24,2137648,316625.9149,411185.9879,5370961,5373508.5,5376056,3602.708911,1852022,1994835,2137648,201968.0815,VPN
14297316,31,299,1595783,1612015,471579.9667,471561.1667,433999.737,435965.7464,4.336478259,837.7796224,15,1444671,234382.2295,304219.428,4468443,5338588,6208733,1230570.86,1073880,1259275.5,1444671,262188.8305,VPN
867752,33,180136,333761,332604,171078.3333,238331.6667,167021.0919,82387.90666,9.219223926,1730.909292,33,202255,123964.5714,78130.11227,-1,0,-1,0,-1,0,-1,0,VPN
1277246,38248,80651,475366,665508,259020.25,358984,194262.662,293445.8672,7.046410793,1227.641347,3009,352188,159655.75,123210.3847,-1,0,-1,0,-1,0,-1,0,VPN
1433156,751,541,997925,164643,238859.3333,55517.66667,387850.4031,94506.21766,7.675368208,541.4623391,21,997925,143315.6,314184.8051,-1,0,-1,0,-1,0,-1,0,VPN
176042,-1,-1,-1,-1,0,0,0,0,11.36092523,539.6439486,176042,176042,176042,0,-1,0,-1,0,-1,0,-1,0,VPN
14962738,-1,168,-1,1822184,0,650553.8261,0,550171.1739,1.670817199,92.09544403,168,1822184,623447.4167,536799.2766,1154357,2734687.6,3612875,940079.9103,1049739,1452420,1822184,337849.29,VPN
14959851,31,33,1236441,1238903,175302.8434,249183.3,233170.0087,234868.3576,9.692609906,1763.119165,14,1029856,103887.8542,145513.6978,14141775,14100000,14141775,0,1029856,1029856,1029856,0,VPN
14744912,20,2031,3075739,3082869,359632,572852.16,554326.2079,627792.3553,4.611760314,1005.838489,15,2717730,220073.3134,377656.5295,4624942,5507883.5,6390825,1248667.844,1079410,1898570,2717730,1158467.182,VPN
14863673,15,22,1880177,1775827,353896.9762,342141,442809.8877,472339.0668,5.853196582,1143.526233,15,1495169,172833.407,266962.9599,1880241,5156016.5,8431792,4632646.139,1047808,1271488.5,1495169,316331.9967,VPN
12270546,3467352,334845,4800730,4453021,3975834.333,1752935.143,720806.6806,1808974.669,0.977951592,455.725442,290,4453021,1115504.182,1656950.395,3467298,3975823.667,4800914,720966.5734,3130208,3635881,4453021,714294.9862,VPN
14810115,-1,40,-1,3700613,0,617088.125,0,843707.8071,1.755556929,96.75819533,40,3700613,592404.6,830537.6369,1519388,2466705,3700613,906264.3432,1107520,2101920.5,3700613,1205372.798,VPN
14960853,20,1217,1099723,975672,191805.0128,268228.0545,253699.1084,213641.8882,9.02354966,1588.946833,20,936879,111648.1567,151708.1233,-1,0,-1,0,-1,0,-1,0,VPN
14722163,22,36456,3024496,3030582,532075.1852,699994.2381,631122.7572,642938.3586,3.396240077,523.4964455,22,2674495,300452.3061,404221.0766,11302425,11300000,11302425,0,2674495,2674495,2674495,0,VPN
14639658,49,34,1048946,1249523,430578.1765,418818.5758,357607.9958,422051.6006,4.713224858,554.6577659,34,841925,215289.0882,226963.2455,-1,0,-1,0,-1,0,-1,0,VPN
7075023,-1,33,-1,1352487,0,196528.4167,0,338410.9087,5.229664978,2577.800807,33,1352487,196528.4167,338410.9087,1049829,1790112,2968020,1031261.804,1043698,1191090.667,1352487,154870.0702,VPN
350276,-1,350276,-1,350276,0,350276,0,0,8.564674714,3945.460151,10923,339353,175138,232235.0801,-1,0,-1,0,-1,0,-1,0,VPN
14245624,14055121,14088938,14055121,14088938,14100000,14100000,0,0,0.280787981,14.03939905,156686,13898435,4748541.333,7924058.397,14055121,14100000,14055121,0,13898435,13900000,13898435,0,VPN
14976415,139,378,878534,643742,262741.4912,312008.0625,235764.5954,206019.2612,7.144566974,508.4661449,21,572824,141286.934,161849.2702,-1,0,-1,0,-1,0,-1,0,VPN
2176462,262,242149,581961,532430,273149.5714,318044.5,227912.4137,107623.2839,6.891919087,642.7863202,16,532359,155461.5714,170333.0746,-1,0,-1,0,-1,0,-1,0,VPN
14993654,49,28,6621270,13281080,1120452.308,4569938.667,1986913.645,7547113.96,1.200507895,171.5392392,28,6621270,881979.6471,1755658.146,1074193,3429130.5,6621924,2337075.821,1073535,3372703.25,6621270,2341965.792,VPN
4997311,29858,365,1052289,1175670,555360.5,555251,459267.2194,515370.5488,3.80204474,224.3206396,51,858717,277628.3889,312429.4571,-1,0,-1,0,-1,0,-1,0,VPN
5504324,52221,299840,1052271,1051983,578241.8889,735541.1429,477085.6355,330775.8175,3.270156335,197.6627829,29,696841,323783.7647,244994.751,-1,0,-1,0,-1,0,-1,0,VPN
14829765,33,36,6149729,6149727,366947.303,423706.5429,1139010.314,1178109.951,4.720236632,1117.752035,9,6149702,214924.1304,857974.3458,2720444,4130016,6621907,2164235.246,2622051,3830732.333,6149702,2008889.129,VPN
290839,-1,-1,-1,-1,0,0,0,0,6.876656845,343.8328422,290839,290839,290839,0,-1,0,-1,0,-1,0,-1,0,VPN
12816864,1430,46,1040350,1779513,485601.1364,744657.5882,400909.0565,470566.9285,3.198910436,209.4896224,27,1779513,320421.6,334351.9776,12816864,12800000,12816864,0,1779513,1779513,1779513,0,VPN
6277900,49,21,6018678,6277802,1203778.2,1569475,2691610.814,3138884.667,1.752178276,427.2129215,21,6018678,627790,1895280.954,6070954,6070954,6070954,0,6018678,6018678,6018678,0,VPN
155568,-1,-1,-1,-1,0,0,0,0,12.85611437,642.8057184,155568,155568,155568,0,-1,0,-1,0,-1,0,-1,0,VPN
12428161,51,79,2135225,2079785,395276.5172,460302.2593,505310.73,391919.277,4.666820779,284.9979172,9,1669924,218037.9123,279817.444,10948549,10900000,10948549,0,1669924,1669924,1669924,0,VPN
26342123,363,36,2135215,12315795,603895.8696,1081538.958,520480.7043,2450544.795,1.860138608,119.352567,33,12315795,548794.2292,1766277.132,12818429,13200000,13523694,498697.664,1815219,7065507,12315795,7425028.496,VPN
11672303,4418000,342186,6911840,6533111,5664920,2334460.6,1763411.175,2832396.337,0.771056063,356.5705928,363,6533111,1459037.875,2458425.078,4418171,5665058.5,6911946,1763365.213,4030643,5281877,6533111,1769512.093,VPN
14644570,204,13485,6072984,5735359,1046040.714,1203134.083,1569933.29,1549235.861,1.911971468,243.7763622,26,5735359,542391.4815,1147972.576,2073064,4881503,6291580,2432186.572,1614984,3106596.667,5735359,2283463.282,VPN
208425,-1,-1,-1,-1,0,0,0,0,9.595777858,484.5867818,208425,208425,208425,0,-1,0,-1,0,-1,0,-1,0,VPN
567805,264917,45,302888,264486,283902.5,132265.5,26849.55157,186988.0243,10.56700804,1222.250597,30,264887,113561,138830.0758,-1,0,-1,0,-1,0,-1,0,VPN
13068483,74,104,2113484,2113476,933461.2143,1089038,800470.9434,790226.4985,2.142559316,382.293798,18,2113458,484017.8889,733594.2644,1973350,2613691.2,4048763,874873.5625,1025390,1840089.4,2113458,458418.0877,VPN
210113,-1,-1,-1,-1,0,0,0,0,9.518687563,480.6937219,210113,210113,210113,0,-1,0,-1,0,-1,0,-1,0,VPN
8042347,235,47,3531313,3531361,1340386.667,1600838,1434252.999,1439850.436,1.616443558,229.9080107,25,3531288,670195.5833,1193115.564,2008331,2552209.333,3531361,849707.1562,2008304,2552166.667,3531288,849680.9085,VPN
5018,4937,-1,4937,-1,4937,0,0,0,597.8477481,34276.60422,81,4937,2509,3433.710384,-1,0,-1,0,-1,0,-1,0,VPN
11670312,11331241,338905,11331241,10986764,11300000,3890104,0,6145888.512,0.514125072,236.8402833,390,10986764,2334062.4,4840008.664,11331407,11300000,11331407,0,10986764,11000000,10986764,0,VPN
265005,265005,-1,265005,-1,265005,0,0,0,11.32054112,2026.376861,68,264937,132502.5,187290.666,-1,0,-1,0,-1,0,-1,0,VPN
160794,-1,-1,-1,-1,0,0,0,0,12.43827506,621.913753,160794,160794,160794,0,-1,0,-1,0,-1,0,-1,0,VPN
136807,-1,-1,-1,-1,0,0,0,0,14.61913499,716.3376143,136807,136807,136807,0,-1,0,-1,0,-1,0,-1,0,VPN
276965,-1,-1,-1,-1,0,0,0,0,7.221129024,397.1620963,276965,276965,276965,0,-1,0,-1,0,-1,0,-1,0,VPN
3410680,552,133477,1837697,341470,310061.8182,198880.7143,517799.8775,95202.08148,5.863933292,408.7161504,35,1837697,179509.4737,415361.2777,3410680,3410680,3410680,0,1837697,1837697,1837697,0,VPN
10640365,50903,6867,9793043,10138971,2660091.25,2573004.75,4758119.305,5044095.471,0.939817384,308.3540837,25,9793043,1182262.778,3232109.202,10239340,10200000,10239340,0,9793043,9793043,9793043,0,VPN
14848916,39,50,1330908,971624,132579.6071,156253.266,204615.4892,166178.6349,14.00775653,1639.917688,15,971624,71733.89372,122185.0165,-1,0,-1,0,-1,0,-1,0,VPN
5201091,46,6813,2724836,3437080,131658.2703,629969.25,448090.6967,1150557.757,9.036565598,1546.406321,46,2563499,113067.1957,381082.1654,2724836,2724836,2724836,0,2563499,2563499,2563499,0,VPN
14998758,73,40,1018254,730806,168525.3708,239916.0984,249197.6995,193364.0845,10.13417244,1299.507599,15,558934,99329.52318,148500.6683,-1,0,-1,0,-1,0,-1,0,VPN
536608,265682,265673,270926,265673,268304,265673,3708.067826,0,9.317788777,637.3367523,29,270897,134152,154881.5517,-1,0,-1,0,-1,0,-1,0,VPN
14688774,13754282,49,13754282,11205023,13800000,720413.75,0,2481598.451,1.565821627,420.3890672,49,10923577,667671.5455,2304352.147,1739256,6877141,12015026,7266066.649,1091605,6007591,10923577,6952254.074,VPN
14814458,94,40,1011594,839258,115737.9531,128786.0175,213793.3697,167363.7564,16.47039669,2891.02713,10,839258,60964.84774,120388.9983,-1,0,-1,0,-1,0,-1,0,VPN
8879529,0,1256,1279243,3336541,79301.97143,198424.9512,224995.2005,543064.0628,8.784249705,1387.34836,0,3336541,115318.5584,396671.7296,2775569,3444017,4112465,945328.2273,1060643,2198592,3336541,1609302.909,VPN
14715143,75,34,900979,792254,138237.6346,169139.5747,213637.9643,189733.9683,13.1157407,2621.177382,15,655720,76641.36979,127316.1209,-1,0,-1,0,-1,0,-1,0,VPN
13805128,712,121060,6572325,6499992,1725641,1923969.429,2470813.04,2563477.383,1.231426467,426.5806156,12,6240662,862820.5,1823936.477,5096197,5834650,6573103,1044330.248,4637809,5439235.5,6240662,1133388.226,VPN
1871229,-1,41,-1,323931,0,69304.77778,0,64785.63162,14.96342778,831.539058,41,323931,69304.77778,64785.63162,-1,0,-1,0,-1,0,-1,0,VPN
14987483,380,82,3415909,3576775,402080.2286,454166.1515,643187.9225,635976.629,4.670564097,338.41573,15,3415909,217209.8986,471615.1361,10311049,10300000,10311049,0,3415909,3415909,3415909,0,VPN
14632054,14671,10927,3420345,3698513,665093.3636,931685.9333,769361.7194,940943.4867,2.665381087,164.980255,18,3420345,385054.0526,648780.8973,2001468,3324517,5552583,1940849.367,1018072,2193241.667,3420345,1201978.253,VPN
7946564,49,4812,5274314,1040661,209120.1053,76968.39286,855794.0662,211748.5991,8.557157534,2217.813888,49,5274314,118605.4328,647373.6585,5299037,5299037,5299037,0,5274314,5274314,5274314,0,VPN
14370539,12341,1718,10055527,9723885,3592626.25,2395082,4646767.429,3884593.862,0.835041748,326.4317365,34,9723885,1306412.636,2978699.523,3889198,6978163.5,10067129,4368456.904,3550452,6637168.5,9723885,4365276.338,VPN
14842811,217,314,1139318,1036978,280052.6415,337336.1136,288079.2293,342092.8279,6.669895615,526.6522628,0,977916,151457.2551,226694.9355,-1,0,-1,0,-1,0,-1,0,VPN
282163,-1,-1,-1,-1,0,0,0,0,7.088101558,357.9491287,282163,282163,282163,0,-1,0,-1,0,-1,0,-1,0,VPN
14806079,68,3972,6860458,7024008,344327.4186,288630.8571,1141699.762,1323161.797,4.930407301,1214.771311,68,6860458,205639.9861,888019.3394,1552807,3618642.5,8591378,3352366.624,1536913,3137578.75,6860458,2518844.545,VPN
13420957,213,0,1226085,1061781,425865.8065,559206.5417,300394.0829,352267.0319,4.247089086,260.4136203,0,760325,239659.9464,234039.3218,-1,0,-1,0,-1,0,-1,0,VPN
13427719,4802593,337445,8283752,7944753,6543172.5,2685543.8,2461551.135,3440210.079,0.670255313,308.7642808,590,7944753,1678464.875,2948605.554,4802464,6544399.5,8286335,2463468.809,4465019,6204886,7944753,2460543.508,VPN
14638973,12,31,1548393,1548406,330735.6977,406636.3333,358852.9469,398933.3169,5.533175039,419.8381949,0,1548352,182987.1625,275818.128,4798437,4798437,4798437,0,1548352,1548352,1548352,0,VPN
1574321,42,942,381315,324234,50784.54839,51369.72727,110078.8766,104515.8195,34.93569609,8811.417748,42,333123,29154.09259,81803.19452,-1,0,-1,0,-1,0,-1,0,VPN
6115497,-1,3210,-1,5765354,0,971496.1667,0,2348547.807,1.30815206,553.1848025,3210,5765354,873642.4286,2159496.426,6051874,6051874,6051874,0,5765354,5765354,5765354,0,VPN
10150367,264826,301,9316412,9581208,2537591.75,3282476.333,4519247.976,5456478.152,0.886667448,91.3267471,21,9316412,1268795.875,3254652.1,9885541,9885541,9885541,0,9316412,9316412,9316412,0,VPN
337927,-1,337927,-1,337927,0,337927,0,0,8.877657009,4089.640662,702,337225,168963.5,237957.6953,-1,0,-1,0,-1,0,-1,0,VPN
14007050,141,4707,3750910,4025993,451840.3226,737177.3684,659231.6916,892798.085,3.712416248,230.8123409,13,3750910,274648.0392,553955.3477,3750969,6865973.5,9980978,4405281.611,1011624,2381267,3750910,1936967.706,VPN
159995,-1,-1,-1,-1,0,0,0,0,12.50039064,625.0195319,159995,159995,159995,0,-1,0,-1,0,-1,0,-1,0,VPN
280820,-1,-1,-1,-1,0,0,0,0,7.121999858,359.6609928,280820,280820,280820,0,-1,0,-1,0,-1,0,-1,0,VPN
5204189,158843,1013900,3748027,3906882,1301047.25,2460391,1674343.451,2045647.19,1.537223187,94.539226,48,3748027,743455.5714,1373067.566,1297259,2522673,3748087,1732997.098,1013783,2380905,3748027,1933402.474,VPN
7944372,1653911,-1,6290461,-1,3972186,0,3278535.946,0,0.503501095,26.18205693,160283,6290461,2648124,3224037.273,1653911,3972186,6290461,3278535.946,1493628,3892044.5,6290461,3391873.143,VPN
283076,-1,-1,-1,-1,0,0,0,0,7.06524043,356.7946417,283076,283076,283076,0,-1,0,-1,0,-1,0,-1,0,VPN
7806729,1212,70,5900190,5945417,650560.75,764639.4,1676182.325,1853255.843,3.074270927,389.7919346,22,5759401,339423,1199388.972,7452578,7452578,7452578,0,5759401,5759401,5759401,0,VPN
599593,494,89792,315180,469175,199842.3333,279483.5,173349.8305,268264.292,11.67458593,668.7869938,66,283853,99932.16667,113581.8808,-1,0,-1,0,-1,0,-1,0,VPN
14697582,444662,37,7505747,7843010,2939516.4,2392781.167,3079732.803,3294070.305,0.884499233,304.1996976,16,7505747,1224798.5,2374673.06,1593064,4750973.333,7958991,3183259.301,1255817,4474849.667,7505747,3129209.553,VPN
161269,-1,-1,-1,-1,0,0,0,0,12.4016395,620.0819748,161269,161269,161269,0,-1,0,-1,0,-1,0,-1,0,VPN
281581,-1,-1,-1,-1,0,0,0,0,7.102751961,358.688974,281581,281581,281581,0,-1,0,-1,0,-1,0,-1,0,VPN
11453177,373,323048,10969946,10969927,3710193,5646487.5,6287638.76,7528480.339,0.611184128,35.01211934,58,10969869,1908862.833,4440838.125,11130129,11100000,11130129,0,10969869,11000000,10969869,0,VPN
9978868,383,480228,9221366,9221334,3166363.333,4850781,5245614.302,6180895.328,0.701482373,40.18491877,35,9221299,1663144.667,3707914.235,9498640,9498640,9498640,0,9221299,9221299,9221299,0,VPN
265806,265806,-1,265806,-1,265806,0,0,0,11.28642694,2166.993973,72,265734,132903,187851.4017,-1,0,-1,0,-1,0,-1,0,VPN
315211,315211,-1,315211,-1,315211,0,0,0,9.517434354,555.1836706,41044,274167,157605.5,164842.8541,-1,0,-1,0,-1,0,-1,0,VPN
158294,-1,-1,-1,-1,0,0,0,0,12.63471768,631.7358839,158294,158294,158294,0,-1,0,-1,0,-1,0,-1,0,VPN
2301144,2017160,-1,2017160,-1,2017160,0,0,0,1.303699377,66.05410179,283984,2017160,1150572,1225540.503,2017160,2017160,2017160,0,2017160,2017160,2017160,0,VPN
203188,203188,-1,203188,-1,203188,0,0,0,14.76465146,861.2713349,42855,160333,101594,83069.49043,-1,0,-1,0,-1,0,-1,0,VPN
1681971,200,318540,1203490,1203470,454563,761005,653492.6691,625740.0039,4.161784002,240.7889316,38,1203432,280328.5,469815.9574,1363431,1363431,1363431,0,1203432,1203432,1203432,0,VPN
161600,-1,-1,-1,-1,0,0,0,0,12.37623762,618.8118812,161600,161600,161600,0,-1,0,-1,0,-1,0,-1,0,VPN
601323,212,81052,319675,480245,200422,280648.5,174441.0473,282272.0773,11.64099827,666.8629006,57,281379,100220.5,115344.3314,-1,0,-1,0,-1,0,-1,0,VPN
280628,-1,-1,-1,-1,0,0,0,0,7.126872586,359.9070656,280628,280628,280628,0,-1,0,-1,0,-1,0,-1,0,VPN
567714,263945,44,303769,263980,283857,132012,28159.82044,186630.9354,10.56870185,1292.904526,19,303671,113542.8,156036.8233,-1,0,-1,0,-1,0,-1,0,VPN
13173163,179,1022,1039171,1189606,428964.3,399186.7576,428657.7541,410408.9243,4.934274327,338.1875712,24,859269,205830.6719,251268.9901,-1,0,-1,0,-1,0,-1,0,VPN
3350915,38,4320,384117,1358512,93064.69444,180486.6667,131420.7578,343499.6823,15.81657547,4788.841257,38,384117,64440.67308,113471.0267,-1,0,-1,0,-1,0,-1,0,VPN
259130,48,140,259082,140,129565,140,183164.698,0,19.29533439,7482.730676,9,258981,64782.5,129465.6723,-1,0,-1,0,-1,0,-1,0,VPN
988626,-1,43,-1,319093,0,89875.09091,0,96243.44546,13.14956313,702.9958751,43,319093,82385.5,92566.55001,-1,0,-1,0,-1,0,-1,0,VPN
10900789,233,38384,1012446,1010998,548553.6316,641222.8824,401507.3388,359339.0833,3.485986198,212.2782122,14,538343,294615.9189,223552.952,-1,0,-1,0,-1,0,-1,0,VPN
3308437,45261,9012,2831094,2990688,826799.25,1102792,1339377.461,1641817.014,2.720317782,395.957366,45,2831094,413554.625,981786.9611,3148827,3148827,3148827,0,2831094,2831094,2831094,0,VPN
313859,313859,-1,313859,-1,313859,0,0,0,9.55843229,557.5752169,38843,275016,156929.5,166999.5298,-1,0,-1,0,-1,0,-1,0,VPN
3147775,25626,-1,2962556,-1,1494091,0,2076723.119,0,1.270738855,66.7137899,25626,2962556,1049258.333,1658317.75,2988182,2988182,2988182,0,2962556,2962556,2962556,0,VPN
281385,-1,-1,-1,-1,0,0,0,0,7.107699415,358.9388205,281385,281385,281385,0,-1,0,-1,0,-1,0,-1,0,VPN
158586,-1,-1,-1,-1,0,0,0,0,12.61145372,630.5726861,158586,158586,158586,0,-1,0,-1,0,-1,0,-1,0,VPN
286145,-1,-1,-1,-1,0,0,0,0,6.989463384,352.9679009,286145,286145,286145,0,-1,0,-1,0,-1,0,-1,0,VPN
7064138,196,278852,6865624,6745506,2354691.667,3512179,3907836.963,4572614.895,0.990920619,56.76559546,63,6587031,1177356.333,2652405.725,6865883,6865883,6865883,0,6587031,6587031,6587031,0,VPN
4862499,181,475592,4547037,4347283,1620814,2411437.5,2539074.4,2737698.961,1.439588985,82.46788328,57,4071683,810416.5,1608815.708,4547275,4547275,4547275,0,4071683,4071683,4071683,0,VPN
158434,-1,-1,-1,-1,0,0,0,0,12.62355303,631.1776513,158434,158434,158434,0,-1,0,-1,0,-1,0,-1,0,VPN
286185,-1,-1,-1,-1,0,0,0,0,6.988486469,352.9185667,286185,286185,286185,0,-1,0,-1,0,-1,0,-1,0,VPN
